"","country","creative","rich","equality","admired","safe","newthings","rules","understanding","modesty","enjoy","free","help","success","strong_gov","exciting","properbehaviour","respected","loyal","environment","traditions","seekfun"
"669","AT",4,2,4,2,3,6,3,3,2,6,6,4,2,2,6,3,2,6,6,3,6
"19625","HU",4,2,5,4,5,4,5,4,4,6,6,6,6,4,4,6,6,6,6,6,6
"34155","PL",5,1,6,4,5,6,6,6,5,2,2,5,5,5,2,6,2,6,6,6,2
"14394","FI",2,1,6,3,5,4,3,5,4,4,6,6,3,4,3,3,2,6,6,3,4
"14950","FI",4,4,4,3,5,3,5,4,2,2,5,4,2,5,2,4,2,5,5,4,3
"17613","GB",6,2,5,4,6,6,4,5,5,3,6,5,3,5,5,2,3,6,6,5,5
"14507","FI",5,1,6,2,5,3,4,6,5,4,5,5,2,5,3,4,2,6,5,1,4
"11710","EE",4,4,2,4,6,3,5,5,2,4,6,4,5,4,2,6,3,6,6,4,2
"7771","DE",5,3,5,2,4,3,2,5,4,4,5,6,4,4,2,3,3,6,5,5,4
"19090","GB",4,2,3,2,1,3,5,5,5,2,1,5,2,6,5,5,4,5,5,5,3
"35920","PT",4,2,6,6,6,2,6,5,5,2,5,6,2,6,4,3,4,4,5,5,2
"39647","SE",6,2,4,5,2,6,2,5,4,4,6,5,2,5,5,3,5,6,5,2,5
"23422","IE",5,2,5,5,5,5,2,5,2,2,5,6,2,3,5,1,2,5,3,4,5
"28972","LT",5,4,5,5,5,5,5,4,5,3,5,5,5,5,4,5,5,3,5,5,3
"38711","SE",2,1,5,4,2,2,4,5,4,5,5,5,2,2,4,2,2,4,4,3,4
"36758","RU",6,4,3,5,4,4,5,3,3,4,3,5,4,4,4,5,3,4,5,4,4
"23336","IE",5,2,4,2,5,2,5,3,6,4,6,4,2,5,1,5,3,4,6,6,3
"34058","PL",2,2,6,5,4,4,3,2,5,5,5,2,4,3,5,2,2,4,3,2,4
"2501","BE",2,3,4,3,5,2,5,4,6,3,6,4,5,5,2,5,5,4,2,2,2
"24034","IL",4,4,3,5,5,2,4,4,2,4,3,4,5,5,1,4,3,6,4,2,5
"5552","CZ",4,3,6,2,6,2,5,5,6,4,4,3,3,6,2,6,2,6,6,1,1
"22649","IE",4,2,6,5,4,2,4,6,4,3,5,5,3,2,2,5,4,5,5,1,2
"4639","CH",4,4,2,2,5,4,4,3,3,5,5,4,3,6,3,5,5,5,4,4,4
"11443","EE",6,1,6,6,6,6,1,6,1,6,6,6,6,6,3,5,1,6,6,6,6
"38545","RU",1,1,5,1,5,1,5,2,6,2,5,2,1,5,1,5,5,5,5,5,2
"5168","CZ",3,2,5,2,6,3,5,5,6,3,4,5,2,4,2,6,3,6,6,6,3
"7061","CZ",4,4,6,4,6,4,5,4,4,5,5,4,4,5,5,3,4,5,5,4,5
"2465","BE",5,2,4,5,5,3,5,5,3,3,4,4,5,2,2,6,3,4,5,3,3
"18363","GB",4,4,4,5,5,3,3,3,3,4,4,5,4,4,4,3,4,4,4,3,5
"884","AT",6,5,6,6,6,6,4,5,4,6,6,6,5,4,6,4,6,6,5,6,6
"37657","RU",4,4,4,4,4,5,4,4,4,5,5,5,4,6,4,6,6,6,6,6,5
"30174","LT",3,2,6,4,6,3,4,4,6,3,5,5,4,5,3,5,5,5,5,6,3
"1875","AT",4,1,4,3,6,2,5,4,4,2,6,6,3,5,2,6,5,6,5,4,2
"12981","ES",5,3,5,5,6,3,3,4,6,4,5,5,5,5,3,5,5,5,5,3,3
"19226","GB",3,3,2,5,4,2,5,4,5,4,5,5,4,5,3,3,4,4,4,4,4
"34259","PL",6,1,5,3,3,5,6,6,3,1,6,6,4,5,4,1,1,6,6,6,4
"26132","IS",5,2,4,2,5,4,4,5,5,4,4,3,2,2,4,2,2,6,5,5,3
"13507","ES",4,2,4,2,5,2,5,4,6,2,4,3,2,5,1,6,2,4,4,5,2
"40519","SI",5,2,5,4,5,6,1,5,6,6,6,6,4,6,6,6,4,5,6,5,6
"4562","CH",5,2,5,4,5,3,3,5,3,5,5,5,3,4,3,5,5,5,5,3,2
"33355","NO",5,2,6,2,2,3,3,5,2,5,5,6,4,4,4,5,2,6,5,5,5
"34518","PL",6,4,5,4,6,3,6,3,6,4,5,5,3,6,3,5,6,5,5,5,3
"31828","NL",4,3,5,4,2,5,3,4,5,4,5,5,5,4,6,4,4,6,5,4,5
"17887","GB",4,3,6,4,6,3,4,3,6,4,6,3,3,6,4,3,4,4,3,1,4
"10706","EE",4,3,2,3,5,2,3,3,3,3,3,2,3,5,5,5,5,5,3,3,3
"9650","DE",6,2,6,1,4,5,2,5,4,6,6,4,4,3,3,3,2,5,4,1,5
"20444","HU",5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5
"19088","GB",6,3,4,4,2,2,2,5,4,2,6,4,3,6,5,5,5,5,6,6,5
"21774","IE",6,4,6,6,6,3,6,6,3,4,6,6,3,6,2,5,6,6,4,3,5
"38165","RU",6,6,4,5,5,6,4,5,5,5,6,4,5,5,6,4,5,5,5,3,5
"7956","DE",5,2,5,1,4,3,2,5,5,5,5,3,3,5,2,1,1,4,5,4,4
"28947","LT",6,6,4,5,6,4,4,5,5,5,5,5,5,5,2,5,5,3,5,5,5
"21457","IE",4,6,6,6,3,6,1,6,3,5,6,6,6,6,4,2,6,6,6,6,4
"4713","CH",5,2,5,3,4,4,4,5,5,3,3,5,3,4,3,3,4,5,5,4,3
"23958","IL",6,3,6,6,6,1,6,6,6,3,5,6,6,6,1,6,6,6,6,1,3
"5062","CH",4,3,5,3,5,3,3,4,5,5,5,5,4,5,2,5,3,5,4,4,4
"27199","IT",2,4,4,4,4,4,4,2,4,2,3,4,4,4,2,4,4,4,4,4,2
"17632","GB",6,4,6,5,6,5,5,5,5,4,6,6,4,6,3,6,4,6,6,4,3
"21648","IE",5,5,5,4,5,5,5,5,4,4,5,5,4,5,4,4,5,5,5,4,5
"33892","PL",5,4,6,4,4,6,5,5,4,4,6,5,4,5,4,5,6,6,5,6,5
"14321","FI",5,3,5,4,5,5,5,5,4,4,5,5,4,5,3,5,4,5,4,4,4
"23970","IL",6,2,6,6,6,4,5,6,4,5,6,6,6,6,2,6,6,6,6,5,2
"27765","IT",2,3,4,3,5,3,3,4,4,1,3,5,2,3,2,4,2,5,5,6,2
"39243","SE",5,1,5,3,4,3,5,6,5,2,6,5,4,5,3,4,5,4,5,4,4
"21561","IE",4,3,3,2,5,4,4,4,2,4,6,5,5,5,3,5,5,5,5,2,5
"26371","IS",3,3,5,3,6,3,4,4,2,4,5,4,2,2,3,4,4,5,5,5,2
"36937","RU",5,6,6,6,6,3,2,5,5,5,5,5,5,3,1,4,4,4,5,5,5
"10569","EE",5,3,5,4,4,5,2,5,4,3,6,4,3,3,4,4,2,5,4,3,5
"23663","IL",5,4,6,5,4,4,3,4,5,4,5,5,5,5,4,4,3,5,5,5,5
"30861","NL",4,4,5,5,4,5,3,5,5,6,5,5,5,5,4,5,4,6,4,2,5
"34107","PL",4,3,5,4,5,3,6,5,5,1,6,6,5,6,3,5,5,6,4,6,2
"6835","CZ",4,5,4,5,5,5,4,3,4,4,5,5,4,4,3,5,5,6,5,5,6
"2498","BE",3,2,4,2,2,4,6,5,4,4,5,5,3,3,2,4,4,4,4,4,4
"40167","SI",6,1,6,6,6,5,4,6,4,4,6,5,5,5,6,3,4,5,4,5,5
"32942","NO",5,2,5,5,5,5,5,5,6,4,4,5,5,5,2,6,3,4,4,5,5
"34305","PL",5,4,5,3,5,6,6,5,5,6,6,5,5,6,6,5,5,6,6,6,6
"31607","NL",4,1,5,2,4,4,5,5,5,4,5,5,2,5,2,6,4,6,5,4,5
"8705","DE",4,4,5,5,6,6,4,6,5,6,4,4,4,3,6,6,1,4,3,3,5
"11504","EE",6,3,2,3,4,6,6,5,4,5,6,6,4,2,4,4,4,3,4,3,5
"20448","HU",4,5,5,5,6,5,4,3,4,3,4,5,5,4,3,3,4,4,5,5,5
"25287","IL",6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"21838","IE",6,1,6,5,4,6,3,6,3,4,6,5,2,3,1,3,1,5,6,1,2
"16413","FR",2,4,6,3,3,1,1,5,5,6,6,3,5,1,5,3,1,6,2,1,5
"29068","LT",3,5,6,3,6,1,3,2,4,4,4,5,4,6,1,6,3,5,4,3,1
"10325","EE",5,2,4,3,3,5,2,6,3,5,6,4,4,2,4,3,2,5,4,4,4
"31700","NL",5,2,5,5,5,2,5,5,3,4,5,5,5,5,2,5,3,5,6,6,5
"30004","LT",3,3,6,3,6,4,3,5,5,6,2,6,4,6,4,5,5,5,6,6,5
"13008","ES",5,4,5,4,5,3,3,5,5,2,5,5,5,5,3,5,5,4,5,4,3
"15750","FR",4,2,6,3,6,4,1,4,6,4,5,6,2,5,2,6,2,6,4,3,4
"11814","EE",2,2,4,1,6,2,2,3,4,3,5,5,2,5,1,4,3,5,4,3,4
"20786","HU",5,5,5,6,6,6,5,5,6,5,5,5,5,5,4,4,5,5,4,5,6
"33438","NO",6,2,6,5,3,6,3,5,2,5,5,6,4,3,6,3,3,6,6,5,6
"21852","IE",5,3,5,2,6,3,3,2,2,5,6,4,2,5,3,3,3,5,5,5,5
"35923","PT",4,2,5,4,4,4,4,4,4,4,4,5,5,2,2,5,3,6,6,5,2
"28066","IT",4,4,5,4,6,4,6,4,4,3,5,4,5,6,1,5,5,5,6,6,3
"23185","IE",6,2,4,3,6,2,6,3,6,1,6,5,3,4,2,6,3,4,6,6,3
"39918","SE",6,2,6,4,6,5,4,6,5,5,6,6,2,5,4,3,5,6,6,2,6
"15302","FI",2,1,5,1,4,2,5,4,5,5,5,5,1,4,5,5,2,5,5,4,5
"26357","IS",3,2,4,2,6,2,5,4,6,5,5,5,2,5,2,3,3,5,4,4,2
"29138","LT",2,2,5,5,6,1,5,4,6,4,3,6,1,6,1,6,6,6,6,6,6
"38992","SE",5,2,3,3,4,3,4,3,4,3,5,3,3,2,2,3,4,5,3,3,3
"20284","HU",1,1,5,1,6,1,5,5,5,1,5,6,2,6,1,6,6,6,6,6,1
"29878","LT",4,3,6,1,6,2,1,2,6,2,6,6,5,2,1,5,1,6,6,6,1
"9040","DE",2,3,5,2,4,3,2,5,5,4,5,5,3,4,2,4,4,5,5,2,3
"17635","GB",4,2,5,2,3,3,2,5,5,3,4,3,3,4,2,4,2,5,5,2,4
"14463","FI",4,1,5,2,5,5,4,6,5,4,5,6,4,6,4,5,2,6,6,5,6
"30454","LT",2,2,4,5,5,2,2,2,5,2,3,5,5,5,3,5,5,5,5,5,2
"24112","IL",3,2,4,5,3,2,2,3,6,6,3,2,1,5,4,3,2,5,5,2,3
"10787","EE",4,1,4,1,2,4,5,5,5,2,4,4,2,4,3,5,4,4,5,2,2
"19578","HU",5,4,3,5,5,5,3,5,3,6,4,5,3,3,3,6,5,4,4,6,4
"10479","EE",4,2,4,2,6,5,5,4,6,4,6,6,2,6,4,6,1,5,6,5,2
"31914","NL",6,1,6,4,5,3,6,6,5,4,5,6,4,4,3,5,4,6,4,6,4
"11670","EE",4,2,5,2,4,4,4,4,2,4,5,5,4,5,5,4,2,5,6,2,5
"20775","HU",5,5,4,5,3,6,2,3,4,3,2,5,4,3,2,5,2,5,5,3,5
"3758","CH",5,1,5,1,6,2,4,5,1,5,5,5,5,5,1,2,6,6,5,5,5
"4321","CH",5,4,5,4,2,5,5,2,5,2,5,6,4,6,2,5,5,6,5,6,2
"11193","EE",4,2,5,2,5,2,5,5,5,2,5,6,2,5,2,5,2,6,5,5,2
"16168","FR",2,1,3,2,5,2,3,4,6,4,2,5,2,6,1,5,2,5,3,6,4
"9128","DE",5,3,4,4,2,3,5,6,5,5,5,4,5,6,5,4,3,5,6,4,2
"29855","LT",3,3,4,3,3,4,5,3,3,4,4,3,3,6,5,4,3,4,5,5,5
"15936","FR",6,1,6,3,1,3,1,6,6,6,6,3,1,4,1,6,3,6,6,3,3
"2215","BE",3,3,4,4,4,3,4,4,4,3,3,5,3,5,3,5,4,5,5,5,4
"8686","DE",4,2,5,3,6,2,5,4,5,4,5,6,4,4,2,5,5,6,5,4,4
"1381","AT",5,1,6,5,5,4,1,5,4,4,4,5,5,5,2,5,5,5,5,5,4
"24279","IL",5,6,6,6,5,6,4,6,5,6,5,5,4,6,5,6,6,6,6,5,6
"8986","DE",2,1,6,2,6,2,4,6,3,4,5,5,2,5,1,4,2,6,6,6,5
"25868","IS",6,1,6,2,4,2,2,5,2,4,4,5,2,5,2,2,2,6,6,2,3
"10124","EE",4,3,4,3,4,3,4,3,3,2,3,3,4,3,3,3,4,4,4,5,4
"13765","FI",6,3,5,1,3,5,2,5,2,4,6,5,5,5,4,2,5,6,5,6,3
"645","AT",6,4,5,6,6,4,6,4,4,6,5,6,6,6,3,6,6,6,6,5,5
"37601","RU",5,4,6,3,5,4,4,3,4,4,3,4,3,6,3,4,4,6,5,4,3
"10030","EE",4,2,5,2,5,3,5,5,4,3,5,4,2,5,2,5,1,4,5,3,1
"11205","EE",6,5,4,5,3,6,2,4,1,5,6,5,5,5,4,3,4,5,6,3,4
"21041","IE",5,1,6,4,6,4,1,6,4,4,6,6,6,4,4,4,4,6,4,2,6
"12701","ES",5,3,6,3,6,5,4,5,4,2,4,6,5,6,1,6,6,6,6,6,5
"38205","RU",5,5,6,5,6,5,6,5,6,4,6,6,5,6,4,6,5,6,5,6,5
"14531","FI",4,5,5,5,4,6,4,5,2,6,4,5,5,3,4,3,5,6,5,5,6
"29354","LT",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"35235","PL",4,3,5,5,5,5,5,5,4,2,5,4,4,5,3,4,5,5,5,5,5
"22044","IE",5,5,3,3,5,5,5,3,5,2,5,2,6,6,4,5,2,3,5,5,4
"4706","CH",4,2,6,5,5,4,4,6,5,5,5,5,5,5,3,5,5,6,6,1,5
"9175","DE",2,1,6,2,6,5,6,6,6,4,4,6,3,6,2,5,4,5,5,6,1
"1288","AT",1,1,3,6,6,2,5,6,3,1,6,5,6,5,4,6,6,5,4,3,6
"8205","DE",4,2,5,4,2,5,2,5,2,6,6,5,5,3,3,2,3,6,4,3,4
"19841","HU",3,2,4,4,6,5,4,5,5,5,5,6,4,4,2,2,2,5,5,4,5
"24882","IL",2,1,5,4,6,2,5,5,2,2,4,4,3,6,2,6,5,6,6,6,2
"18065","GB",1,2,2,2,2,3,3,3,3,2,3,3,2,2,2,2,2,2,5,5,4
"16259","FR",6,2,5,2,5,3,4,6,6,6,3,3,2,4,2,3,5,6,4,3,5
"12149","ES",5,5,5,5,5,6,3,5,5,6,5,5,6,4,5,5,5,5,5,5,5
"5287","CZ",6,6,4,5,5,5,5,4,5,5,6,4,5,6,4,4,5,4,5,4,4
"33606","NO",5,2,5,3,2,5,5,4,5,2,5,4,3,5,3,4,3,5,5,4,3
"898","AT",3,3,5,5,5,2,3,5,4,4,4,5,5,5,3,5,5,6,6,6,5
"38663","SE",6,2,6,3,5,5,4,4,4,3,5,5,2,2,2,4,2,4,4,4,4
"31766","NL",6,3,6,4,5,6,5,6,6,4,6,6,4,4,5,5,4,6,4,6,6
"2380","BE",5,2,4,3,4,2,4,3,4,3,3,4,3,5,3,4,3,4,5,3,4
"37064","RU",4,4,3,4,3,3,3,3,3,4,4,3,5,3,4,3,4,4,6,2,3
"2449","BE",5,2,5,2,2,2,2,5,5,5,5,5,2,2,2,3,3,5,4,2,6
"40823","SI",4,2,6,2,6,4,4,5,5,3,4,5,4,5,2,4,4,5,5,5,2
"35054","PL",2,3,5,2,6,3,3,3,4,3,5,3,3,6,2,4,5,4,4,4,3
"25256","IL",4,5,4,4,3,4,5,5,3,3,4,5,4,4,3,3,4,4,3,5,5
"16453","FR",6,2,5,5,4,2,3,4,4,6,3,3,3,2,2,6,2,5,4,1,4
"38519","RU",4,5,5,5,5,3,3,3,3,5,5,3,5,5,2,3,4,4,3,3,5
"22816","IE",6,1,6,5,4,5,2,5,2,3,6,4,5,2,3,2,2,5,5,1,3
"6759","CZ",5,4,4,5,5,5,4,4,5,5,4,4,4,4,5,5,5,3,4,4,5
"7423","DE",3,1,5,2,2,4,2,5,4,5,6,5,5,4,3,3,3,5,5,5,3
"25016","IL",6,6,4,6,6,5,3,5,5,4,5,4,5,6,4,3,3,5,5,2,4
"25106","IL",6,2,5,6,6,4,5,4,5,6,6,6,5,6,1,4,5,5,5,4,6
"31564","NL",6,1,5,2,4,6,3,5,2,3,4,5,2,2,2,3,2,4,4,5,4
"26937","IT",5,3,3,4,6,5,6,5,5,3,6,3,6,6,3,5,6,6,5,5,4
"2569","BE",6,3,2,4,2,4,2,5,3,4,5,5,2,3,1,1,5,5,5,2,5
"11288","EE",3,2,5,3,3,5,3,5,6,5,5,5,5,5,5,3,2,5,5,5,4
"11084","EE",4,2,5,2,4,4,5,5,5,3,4,6,2,5,2,4,2,5,5,2,3
"9668","DE",4,1,5,2,3,4,4,5,5,3,5,5,3,4,3,4,3,4,4,2,4
"23827","IL",5,2,6,2,6,6,5,6,6,6,3,6,5,6,5,2,2,6,6,6,6
"32066","NL",2,2,5,3,6,2,6,4,5,4,5,5,1,6,1,6,2,5,6,6,5
"7170","CZ",3,3,4,3,4,4,3,4,2,3,5,4,3,3,4,3,5,4,3,5,4
"7354","DE",4,2,5,3,5,4,5,4,5,5,5,5,4,5,2,4,4,5,4,5,5
"24065","IL",3,2,3,4,3,4,3,4,3,5,5,4,3,4,3,4,3,4,3,4,3
"14583","FI",5,1,5,1,4,4,4,5,3,3,6,5,2,4,2,3,1,5,6,5,5
"2378","BE",5,3,5,3,5,4,4,4,5,4,5,4,4,4,2,5,2,4,4,4,4
"24","AT",5,4,6,5,5,4,6,5,6,6,6,5,5,6,6,4,4,5,5,6,6
"9849","DE",6,2,6,2,5,2,4,5,6,3,6,6,3,6,1,5,4,6,3,1,4
"32755","NO",5,3,4,4,4,4,4,4,2,5,5,5,4,6,5,5,2,5,4,6,5
"34551","PL",5,4,4,4,4,2,5,4,4,2,4,4,4,4,2,4,4,4,4,4,4
"19072","GB",6,6,5,5,6,5,3,1,6,6,6,6,2,4,5,1,1,6,4,3,6
"16571","FR",6,3,6,6,4,6,2,6,4,6,6,4,6,4,4,4,3,3,6,4,6
"35547","PT",5,3,6,4,4,4,4,5,5,4,6,5,5,4,4,4,6,6,5,4,5
"20755","HU",4,2,4,5,6,3,4,5,6,4,6,5,4,6,2,5,5,5,5,5,4
"10192","EE",4,4,5,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4
"24597","IL",3,3,4,6,3,2,5,6,5,4,4,4,4,4,4,4,3,4,3,4,4
"14075","FI",5,2,6,5,4,4,3,4,2,5,6,5,3,4,2,2,2,6,4,2,4
"33917","PL",4,4,6,5,5,5,4,5,3,5,5,5,5,6,4,5,6,6,5,5,5
"37570","RU",4,3,3,3,4,2,3,3,3,4,4,3,4,4,3,3,4,4,3,3,3
"28442","IT",5,4,6,6,6,4,3,6,6,1,4,5,5,6,2,5,5,6,6,6,3
"25329","IL",5,4,6,3,6,5,5,5,6,6,5,5,4,6,4,5,4,5,5,5,5
"28425","IT",3,3,4,5,5,3,4,3,4,3,4,4,4,4,3,4,4,4,4,4,3
"32817","NO",6,2,5,2,2,6,2,2,2,5,5,5,5,5,2,5,4,5,6,5,6
"27002","IT",4,3,4,4,5,5,3,3,5,3,6,4,4,5,4,6,5,5,4,5,6
"29344","LT",3,3,3,4,3,3,6,5,5,2,3,3,4,3,3,3,3,4,2,2,2
"7015","CZ",4,2,5,3,4,3,3,4,4,3,5,4,2,4,2,3,2,4,3,4,3
"21020","IE",6,1,6,6,6,6,2,6,6,6,6,6,4,6,4,6,4,6,2,4,6
"15276","FI",4,1,2,5,2,5,5,4,2,5,5,4,3,4,6,2,5,5,6,5,5
"36648","RU",2,3,5,1,4,4,2,2,3,1,4,4,1,6,1,3,3,4,4,4,1
"36985","RU",4,5,3,5,4,4,3,2,3,5,6,3,5,3,4,3,5,4,5,3,4
"40959","SI",5,3,5,2,5,2,4,5,6,2,5,4,2,3,2,5,3,3,5,5,5
"10540","EE",4,2,4,3,5,2,3,4,5,5,5,5,3,5,2,5,4,5,5,5,4
"4486","CH",5,6,5,6,5,6,5,5,4,5,5,6,6,6,6,6,6,6,6,6,5
"4288","CH",4,2,6,6,6,4,4,5,4,6,5,5,3,4,2,4,6,5,5,6,4
"2400","BE",2,2,5,2,5,2,5,5,5,4,5,5,2,5,2,5,5,5,5,5,5
"17898","GB",6,2,6,5,2,5,3,5,5,5,5,5,3,5,6,5,5,5,5,4,5
"28139","IT",5,2,5,4,4,3,4,5,5,2,4,5,5,4,3,4,5,5,5,5,3
"37822","RU",2,3,5,4,6,3,3,5,4,2,4,5,3,5,2,3,5,5,5,5,2
"21433","IE",5,1,6,5,6,5,5,5,5,5,5,5,2,5,3,5,4,5,5,5,2
"15088","FI",3,1,2,1,3,3,4,4,5,2,4,5,1,5,3,2,3,6,3,3,4
"15837","FR",5,2,6,5,5,3,2,5,5,2,5,5,2,5,2,3,3,5,6,2,1
"20095","HU",2,2,4,4,5,3,4,5,5,5,5,5,5,5,1,5,5,5,5,4,4
"33248","NO",6,3,6,5,6,6,5,6,4,4,6,6,6,5,3,5,6,6,5,6,5
"37074","RU",6,6,4,2,5,5,1,5,5,5,5,3,5,5,5,3,3,3,6,4,5
"6973","CZ",4,3,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"20845","HU",5,2,2,2,5,4,1,3,2,4,6,2,1,1,6,1,1,4,5,6,6
"18912","GB",6,2,6,5,6,5,4,5,5,3,5,6,5,5,3,5,4,5,5,3,5
"3340","BE",5,1,5,2,2,5,4,5,5,5,5,5,2,4,2,4,4,5,5,4,5
"19097","GB",3,2,6,6,6,5,6,1,6,3,5,6,6,6,1,6,4,6,3,5,3
"20993","IE",3,2,3,4,2,4,4,4,4,4,3,2,4,1,3,3,1,4,1,1,1
"12642","ES",2,1,5,1,4,2,3,3,4,3,2,3,2,3,1,3,1,6,4,2,4
"34027","PL",4,3,4,3,4,4,4,4,4,4,3,4,3,3,4,3,4,3,4,3,3
"36040","PT",5,2,6,4,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6
"13789","FI",6,2,6,4,6,5,3,6,1,5,6,5,3,5,6,3,4,6,6,3,6
"9297","DE",4,3,5,5,5,4,4,6,5,5,6,5,5,4,3,6,5,6,6,6,4
"22205","IE",5,5,5,5,5,4,4,5,5,5,6,6,5,5,5,5,5,5,5,6,5
"28706","IT",2,5,3,5,6,1,5,1,4,2,6,3,4,6,1,5,5,3,6,6,1
"7584","DE",5,2,4,6,6,2,1,4,5,3,4,4,5,4,2,5,5,6,6,2,3
"8546","DE",6,4,6,3,5,3,2,4,4,6,6,5,4,5,4,3,3,5,5,5,4
"36991","RU",2,2,5,2,5,2,4,4,5,3,3,5,3,5,2,5,4,4,3,5,2
"32058","NL",6,4,6,6,4,5,3,5,6,6,6,6,5,3,3,4,3,5,5,3,6
"23610","IL",6,2,5,4,6,1,6,6,5,2,4,6,6,6,1,6,6,6,1,6,3
"7807","DE",4,3,5,2,5,5,2,4,2,4,5,5,3,4,2,2,2,6,5,4,2
"21251","IE",5,5,5,1,6,6,2,6,5,4,5,5,5,6,5,3,5,5,3,4,5
"23083","IE",4,5,4,3,3,5,4,3,4,2,5,5,6,3,5,3,4,5,3,1,5
"31978","NL",5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,6,5,5
"502","AT",3,3,5,4,4,3,4,4,4,4,3,5,4,4,3,4,4,5,4,4,4
"25717","IS",3,2,4,2,4,2,4,5,5,6,5,4,2,4,1,2,2,6,4,3,3
"38036","RU",4,4,3,4,4,3,3,4,5,5,4,5,4,3,3,4,4,3,5,4,4
"35673","PT",6,2,6,5,4,1,1,6,6,3,5,6,5,5,1,1,2,6,6,6,6
"1951","BE",5,3,5,5,5,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3
"949","AT",5,3,5,5,4,5,4,4,3,4,5,5,4,4,4,4,5,5,5,5,4
"3610","BE",5,2,5,5,5,3,5,5,5,2,5,5,5,5,5,4,5,5,5,5,3
"17132","FR",6,4,6,6,6,6,1,1,6,6,6,6,5,6,6,6,6,6,6,6,6
"475","AT",4,3,4,3,3,5,4,3,3,4,6,4,2,2,4,2,4,6,3,2,4
"16277","FR",6,2,3,3,3,4,3,4,4,4,5,5,2,4,2,2,2,6,5,2,2
"23635","IL",4,4,3,3,4,6,6,5,6,3,3,4,4,4,6,4,6,6,5,2,5
"35523","PT",5,2,6,5,6,2,2,4,5,5,5,5,5,5,2,3,2,5,4,3,4
"18143","GB",2,2,5,4,5,2,2,5,5,2,3,5,2,5,2,5,2,5,5,4,2
"18670","GB",2,2,5,3,5,5,5,5,5,6,6,6,4,6,2,5,4,6,6,6,6
"13384","ES",4,2,6,5,6,2,5,5,5,4,5,6,4,6,2,6,3,6,5,5,3
"31220","NL",4,2,4,2,4,5,5,5,5,4,4,5,3,3,3,5,4,5,5,3,4
"35174","PL",5,3,5,2,4,3,3,5,4,4,5,5,4,4,2,4,3,4,4,2,3
"10730","EE",2,2,5,3,6,1,6,5,6,2,6,6,2,6,1,6,5,5,5,3,2
"7226","CZ",5,5,1,1,4,4,2,1,1,4,5,3,5,6,3,4,4,4,6,5,4
"31764","NL",6,3,6,4,5,6,5,5,5,5,6,5,4,5,3,5,5,5,5,5,5
"38093","RU",2,3,4,3,5,6,5,1,3,4,3,4,3,3,4,5,5,2,3,4,2
"5121","CZ",2,3,3,3,2,4,2,2,4,4,4,4,2,4,2,2,2,4,2,2,3
"9807","DE",4,3,6,4,4,2,3,4,4,3,2,4,5,6,4,2,3,5,5,2,3
"20507","HU",4,2,5,5,4,3,1,4,6,5,5,5,3,5,1,4,1,5,5,5,5
"10610","EE",2,2,3,2,5,3,2,5,2,3,4,5,4,3,1,4,3,5,5,4,2
"12676","ES",6,2,6,3,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6
"17454","FR",6,1,6,4,6,5,3,5,6,6,6,6,4,6,2,6,6,6,4,6,6
"24417","IL",6,2,5,4,5,5,5,6,4,3,6,6,5,5,2,4,5,6,5,6,4
"24063","IL",2,2,5,5,5,2,5,6,6,5,4,6,4,6,1,2,2,6,4,3,4
"4244","CH",6,3,4,5,3,4,1,6,2,6,5,5,5,3,4,2,4,5,4,2,6
"8532","DE",4,4,4,4,3,3,3,4,4,5,5,4,4,4,4,4,4,5,4,4,4
"11119","EE",4,2,5,2,5,4,4,6,4,5,4,5,3,6,2,5,2,6,5,4,2
"14174","FI",4,2,4,2,3,4,5,4,5,2,2,5,2,2,2,5,2,5,3,3,4
"11772","EE",3,4,5,4,6,5,2,5,4,5,5,5,4,6,2,5,2,6,6,6,5
"20572","HU",4,1,6,4,6,4,3,6,5,5,4,6,3,5,3,6,6,6,5,6,2
"1480","AT",4,2,5,2,6,2,5,5,5,3,5,6,3,5,1,5,5,6,5,6,5
"11850","EE",4,2,5,4,5,2,4,5,5,6,5,5,4,3,2,5,4,5,4,5,2
"34071","PL",5,3,6,6,6,5,4,5,3,5,6,5,5,6,4,5,6,6,6,3,6
"36727","RU",2,4,4,5,3,3,4,3,5,3,2,2,4,3,5,4,2,4,2,5,4
"10083","EE",5,4,3,4,5,5,2,4,2,5,6,3,5,3,5,3,3,5,3,2,5
"26996","IT",5,3,5,5,5,5,5,5,5,3,6,5,5,5,3,5,5,5,5,6,3
"13087","ES",5,2,4,5,5,4,5,4,5,3,5,5,4,5,3,6,4,6,5,3,2
"4015","CH",6,1,4,6,5,5,4,6,5,5,6,5,6,5,4,5,6,6,6,6,6
